Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C1,220nF,C_0603_1608Metric_Pad1.05x0.95mm_HandSolder,150.6,-83.0,90.0,top
C2,1uF_0805_50V,C_0805_2012Metric_Pad1.15x1.40mm_HandSolder,152.7,-81.075,-90.0,top
C3,4.7uF_0805_25V,C_0805_2012Metric_Pad1.15x1.40mm_HandSolder,138.6,-83.7,90.0,top
C4,100nF,C_0603_1608Metric_Pad1.05x0.95mm_HandSolder,150.1,-77.5,0.0,top
D1,MBR0540,D_SOD-123,148.9,-80.0,180.0,top
D2,BZT52C5V1,D_SOD-123,153.1,-86.1,180.0,top
FL1,EMI_Filter_LL,LL_FILTER-SMD_4P-L9.2-W6.0-TL,131.0,-83.5,0.0,top
J1,USB_C_KoreanHroparts_6P,my_HRO-TYPE-C-31-M-17,123.3,-83.8,180.0,top
J2,A2001WV-2P,JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,123.0,-70.7,90.0,top
J3,Conn_01x02_Female,PinSocket_1x02_P2.54mm_Vertical,155.2,-60.5,90.0,top
J4,A2001WV-2P,JST_PH_B2B-PH-K_1x02_P2.00mm_Vertical,155.3,-64.5,180.0,top
J6,Conn_01x03_Female,PinSocket_1x03_P2.54mm_Vertical,131.0,-59.2,0.0,top
J7,A1001WV-S-04P,JST_SH_BM04B-SRSS-TB_1x04-1MP_P1.00mm_Vertical,135.3,-65.5,90.0,top
JP1,Jumper_3_Open,SolderJumper-3_P1.3mm_Open_Pad1.0x1.5mm,138.0,-72.7,90.0,top
JP2,Jumper_3_Open,SolderJumper-3_P1.3mm_Open_Pad1.0x1.5mm,141.7,-72.8,90.0,top
L1,10uH,IND-SMD_L4.7-W4.7,143.4,-83.3,90.0,top
R1,1,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,149.5,-86.4,-90.0,top
R2,390,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,139.4,-58.5,90.0,top
R3,1,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,153.1,-70.9,-90.0,top
R4,4.99K,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,140.4,-67.5,90.0,top
R5,4.99K,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,143.4,-67.4,90.0,top
U1,TPS61165,WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm,147.93,-83.43,180.0,top
U2,KAQY212A,SMD-4_L4.6-W6.4-P2.54-LS10.0-BR,146.8,-58.9,180.0,top
U3,INA219AxD,SOIC-8_3.9x4.9mm_P1.27mm,148.1,-73.8,270.0,top
